證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
6271,同欣電,1349800,1139,196702521,143.50,147.50,143.00,147.50,+,4.00,147.00,2,147.50,8,27.37
6277,宏正,36158,51,2880748,79.70,79.70,79.60,79.60,-,0.10,79.60,23,79.70,1,14.53
6278,台表科,1681020,1396,157135959,92.80,94.40,92.60,93.10,+,0.30,93.00,1,93.10,5,9.90
6281,全國電,30405,45,2590920,85.00,85.40,85.00,85.10,-,0.10,85.20,3,85.30,1,16.00
6282,康舒,2979709,1926,116594202,39.40,39.60,38.90,38.90,-,0.45,38.90,30,38.95,9,0.00
6283,淳安,690358,378,17920104,26.65,26.65,25.60,25.80,-,0.85,25.80,3,25.90,2,0.00
6285,啟碁,2760269,2218,398726143,145.50,146.00,143.00,144.50,-,1.00,144.00,116,144.50,11,15.76
6288,聯嘉,732335,457,22646510,30.75,31.35,30.65,30.70,-,0.10,30.70,21,30.85,8,0.00
6405,悅城,203280,131,5007384,24.60,25.05,24.40,24.40,-,0.15,24.40,3,24.45,2,0.00
6409,旭隼,147455,341,199734370,1350.00,1365.00,1340.00,1350.00, ,0.00,1350.00,5,1355.00,1,30.81
6412,群電,1103773,998,167985071,150.00,154.50,148.50,151.50,+,3.00,151.00,37,151.50,5,19.73
6414,樺漢,926907,1283,251733475,270.50,273.00,270.00,270.50,+,0.50,270.50,24,271.00,19,8.94
6415,矽力*-KY,4931682,4842,2004126343,407.50,419.00,396.00,402.00,+,1.50,401.00,20,402.00,5,102.03
6416,瑞祺電通,329762,285,35758512,108.50,109.00,107.50,108.50, ,0.00,108.50,3,109.00,18,21.96
6426,統新,70708,102,4821223,68.70,68.80,67.80,68.00,-,0.60,67.90,9,68.20,2,0.00
6431,光麗-KY,23027,33,374766,16.55,16.55,16.20,16.30,+,0.10,16.25,5,16.30,2,0.00
6438,迅得,300425,290,31375183,105.00,105.50,103.50,103.50,-,1.50,103.50,17,104.00,2,11.75
6442,光聖,1309037,1040,98092180,73.60,75.60,73.20,74.60,+,1.20,74.50,5,74.60,11,32.72
6443,元晶,1046278,719,29534977,28.45,28.45,28.10,28.10,-,0.05,28.10,34,28.15,1,26.02
6446,藥華藥,694031,1127,223058049,321.00,324.00,319.00,319.00,-,2.00,319.00,23,319.50,6,0.00
6449,鈺邦,109149,129,7333838,67.00,67.60,66.70,67.40,+,0.50,67.00,1,67.40,1,19.54
6451,訊芯-KY,1497075,1397,260547193,175.00,177.00,171.00,173.00,-,1.00,172.50,15,173.00,3,74.25
6456,GIS-KY,687750,555,44728415,64.50,66.00,64.20,64.20,-,0.30,64.10,10,64.20,3,0.00
6464,台數科,19200,15,1653650,85.80,86.30,85.80,86.20,-,0.10,86.00,1,86.30,5,12.49
6472,保瑞,1921677,2643,1287063579,659.00,676.00,658.00,674.00,+,16.00,673.00,3,674.00,13,23.73
6477,安集,243183,342,9179046,38.00,38.05,37.60,37.65,-,0.30,37.65,7,37.70,2,16.37
6491,晶碩,193934,357,71941041,372.50,373.50,368.50,373.00,+,1.50,373.00,1,373.50,1,19.39
6504,南六,45126,53,3262492,72.30,73.10,72.00,72.20, ,0.00,72.20,1,72.40,1,54.29
6505,台塑化,1849085,1350,136183077,73.40,74.00,73.00,74.00,+,0.80,74.00,10,74.10,146,66.67
6515,穎崴,1365720,2010,1071409446,770.00,799.00,769.00,775.00,+,14.00,774.00,4,776.00,2,33.29
6525,捷敏-KY,44202,68,2917508,66.60,66.60,65.70,65.70,-,0.40,65.70,6,65.90,1,14.93
6526,達發,648004,1208,371949663,576.00,582.00,568.00,572.00,-,6.00,571.00,7,573.00,1,85.76
6531,愛普*,2998384,3241,1482909830,495.00,499.50,490.50,490.50,-,3.50,490.50,15,491.00,8,69.67
6533,晶心科,742993,1412,351887899,473.50,478.50,471.00,472.00,-,6.00,472.00,6,472.50,4,0.00
6534,正瀚-創,34100,27,2799080,81.80,82.20,81.80,82.20, ,0.00,82.10,1,82.20,1,17.95
6541,泰福-KY,242978,200,15859974,64.60,66.20,64.00,65.20,+,0.30,65.10,4,65.20,2,0.00
6550,北極星藥業-KY,843922,625,59897984,70.80,71.60,70.50,70.50,-,0.20,70.50,26,70.60,5,0.00
6552,易華電,45802,163,1575748,34.80,34.80,34.10,34.40,-,0.20,34.15,2,34.25,1,0.00
6558,興能高,86201,75,2195572,25.45,25.60,25.30,25.55, ,0.00,25.50,2,25.55,1,0.00
6573,虹揚-KY,13051,13,179000,13.65,13.85,13.55,13.85,+,0.10,13.60,7,13.85,1,0.00
6579,研揚,883305,953,143479257,167.50,167.50,158.50,159.00,-,7.50,158.50,15,159.00,4,21.17
6581,鋼聯,8212,32,737690,89.00,90.00,89.00,90.00,+,0.70,89.10,1,89.50,1,18.48
6582,申豐,15322,58,817433,53.20,53.50,53.20,53.20,-,0.40,53.20,1,53.30,6,0.00
6585,鼎基,228225,222,29830050,130.00,132.50,128.50,131.00,+,1.00,130.50,6,131.00,1,26.41
6591,動力-KY,76550,94,3763668,48.90,49.40,48.90,49.05,+,0.15,49.00,3,49.15,4,13.19
6592,和潤企業,641103,762,77319115,121.50,121.50,120.00,120.50,-,0.50,120.00,216,121.00,27,21.60
6592A,和潤企業甲特,5260,14,508997,96.80,96.80,96.70,96.80,+,0.10,96.70,66,96.80,2,0.00
6592B,和潤企業乙特,5543,20,524116,94.50,94.60,94.50,94.60, ,0.00,94.60,3,94.80,2,0.00
6598,ABC-KY,15050,43,345827,23.10,23.10,22.90,22.90,-,0.05,22.90,4,22.95,1,0.00
6605,帝寶,229921,312,33804009,147.00,148.00,146.50,147.00,+,0.50,146.50,23,147.00,1,11.72
6606,建德工業,47324,41,1113844,23.35,23.70,23.35,23.70,+,0.10,23.55,1,23.75,10,22.79
6625,必應,213409,247,20498117,95.90,96.90,95.40,96.00,+,0.10,96.00,1,96.10,3,15.97
6641,基士德-KY,4000,4,176550,43.90,44.35,43.90,44.35,+,0.35,43.95,1,44.40,1,23.97
6645,金萬林-創,47000,26,1744250,37.35,37.35,36.90,37.15,-,0.15,37.15,4,37.20,2,0.00
6655,科定,1208,28,138121,0,0,0,0, ,0.00,115.00,2,116.00,1,33.92
6657,華安,160901,99,10057596,61.30,63.30,61.30,62.40,+,0.70,62.40,4,62.50,1,0.00
6658,聯策,16077,18,719010,44.85,44.85,44.60,44.60,-,0.30,44.60,3,44.85,6,17.70
6666,羅麗芬-KY,9000,8,564800,62.60,62.80,62.60,62.80,+,0.30,62.70,1,62.80,1,45.51
6668,中揚光,1032586,815,49560634,48.10,48.45,47.70,47.70,-,0.40,47.70,2,47.75,3,0.00
6669,緯穎,1867777,3105,3920078585,2095.00,2140.00,2075.00,2080.00,-,15.00,2080.00,10,2085.00,9,29.14
6670,復盛應用,197405,288,43910254,224.00,224.00,221.00,221.00,-,2.00,221.00,5,221.50,1,10.43
6671,三能-KY,6000,6,241800,40.30,40.30,40.30,40.30, ,0.00,40.25,2,40.35,3,13.57
6672,騰輝電子-KY,456373,590,41367613,90.90,92.00,89.40,89.60,-,1.30,89.60,2,89.70,4,14.71
6674,鋐寶科技,13000,10,351650,27.15,27.15,26.90,27.00,-,0.05,26.90,3,27.00,1,0.00
6689,伊雲谷,174428,176,21159543,121.50,123.50,120.50,120.50,-,1.00,120.50,12,121.00,4,54.52
6691,洋基工程,185145,417,59334035,320.00,323.00,319.00,323.00,+,0.50,323.00,3,324.00,1,15.48
6695,芯鼎,9090858,6532,770549559,83.90,86.50,83.20,84.60,-,0.10,84.60,21,84.70,8,0.00
6698,旭暉應材,681689,555,24151522,36.00,36.40,34.80,34.80,-,1.20,34.80,3,34.90,6,0.00
6706,惠特,119130,177,7833272,66.40,66.40,65.50,65.70,-,0.70,65.70,4,65.80,1,0.00
6715,嘉基,144569,153,22276263,153.00,156.00,151.50,154.50,+,0.50,154.50,2,155.00,2,21.25
6719,力智,4597225,4662,1249455820,276.50,281.00,262.00,263.00,-,4.50,262.50,57,263.00,4,375.71
6742,澤米,171214,290,10050131,58.20,60.00,58.10,58.70,+,0.70,58.70,1,58.80,5,15.61
6743,安普新,102300,78,5099348,49.55,50.00,49.55,49.80,-,0.20,49.80,9,49.90,2,0.00
6753,龍德造船,240998,332,20038126,83.20,84.80,82.70,82.70,-,0.80,82.70,6,82.80,1,19.32
6754,匯僑設計,35230,37,2020850,57.30,57.60,57.00,57.40,+,0.10,57.30,1,57.40,3,11.34
6756,威鋒電子,443015,641,114973734,263.00,263.50,256.50,257.00,-,5.50,257.00,12,257.50,1,83.17
6757,台灣虎航-創,265553,99,8535920,31.90,32.40,31.90,32.30,+,0.30,32.25,3,32.30,2,15.24
6768,志強-KY,49015,34,3193385,65.70,65.70,65.00,65.30,+,0.10,65.20,2,65.40,1,17.65
6770,力積電,13978087,5182,387936368,27.90,27.95,27.55,27.95,-,0.10,27.90,15,27.95,473,47.37
6776,展碁國際,82487,123,4770088,58.50,58.50,57.40,57.80,-,0.40,57.70,2,57.90,1,11.42
6781,AES-KY,270881,413,178427144,654.00,662.00,647.00,660.00,+,5.00,660.00,91,661.00,3,25.40
6782,視陽,214012,1377,52262745,244.00,249.00,241.50,243.50,-,0.50,243.50,2,245.00,7,48.03
6789,采鈺,2303681,4311,635967402,282.50,282.50,273.50,274.00,-,7.00,274.00,67,274.50,1,154.80
6790,永豐實,62612,81,2649112,42.20,42.85,42.20,42.30,+,0.05,42.30,3,42.35,1,14.74
6792,詠業,119393,84,9918742,83.60,83.60,82.80,82.90,-,0.70,82.90,1,83.00,1,16.29
6796,晉弘,114504,153,11811808,104.00,104.00,102.00,103.50,-,1.50,103.00,10,103.50,2,47.92
6799,來頡,1895336,2417,345556866,179.50,185.00,179.00,182.00,+,3.50,181.50,27,182.00,35,34.73
6805,富世達,866056,3032,428867327,503.00,505.00,488.00,495.50,-,8.50,495.00,5,496.00,5,57.09
6806,森崴能源,2379279,2579,264653389,112.00,114.00,109.00,110.00,-,1.50,110.00,10,110.50,16,65.87
6807,峰源-KY,4000,2,141800,35.45,35.45,35.45,35.45, ,0.00,35.45,4,35.50,1,8.54
6830,汎銓,487599,381,69001393,138.50,143.50,138.00,141.50,+,3.00,141.50,3,142.00,21,22.18
6834,天二科技,2002,3,48899,24.40,24.45,24.40,24.45,-,0.30,24.40,3,24.50,1,0.00
6835,圓裕,1471770,944,70397370,47.95,49.00,46.80,47.55,+,0.05,47.50,1,47.55,1,18.36
6854,錼創科技-KY創,63005,25,5703750,91.10,92.10,90.00,91.40,-,0.20,91.30,1,91.60,1,0.00
6861,睿生光電,17704,39,1450537,82.00,82.00,81.70,81.70,-,0.30,81.80,2,81.90,1,23.89
6863,永道-KY,464234,680,71974052,154.00,158.00,152.50,153.00, ,0.00,153.00,44,153.50,4,33.55
6869,雲豹能源-創,192023,132,23324760,121.50,122.50,120.50,121.00, ,0.00,121.00,3,121.50,4,13.07
6873,泓德能源-創,1022050,529,160911350,154.00,160.00,154.00,158.00,+,4.00,158.00,28,158.50,25,20.98
6901,鑽石投資,975960,702,43256039,43.40,44.65,43.40,44.10,+,0.50,44.10,2,44.20,4,0.00
6902,走著瞧-創,50,1,8500,0,0,0,0, ,0.00,160.00,1,170.00,2,0.00
6906,現觀科,502380,3193,104550683,216.00,217.50,201.50,211.00,-,6.00,210.50,2,211.00,1,130.25
6916,華凌,69528,79,2003462,29.20,29.20,28.70,28.75,-,0.30,28.75,2,28.85,1,7.28
6933,AMAX-KY,215172,406,51218758,241.00,243.00,235.00,236.00,-,7.50,235.50,6,236.50,1,46.27
6937,天虹,191699,150,38315426,200.00,202.50,198.00,198.50,-,1.50,198.50,4,199.00,1,36.16
8011,台通,1709663,678,38620994,22.70,22.85,22.50,22.55, ,0.00,22.55,54,22.60,12,0.00
8016,矽創,636313,1755,174997680,277.50,277.50,273.50,273.50,-,5.50,273.50,15,274.00,4,18.20
8021,尖點,215603,495,6096487,28.45,28.50,28.15,28.25,+,0.05,28.20,6,28.25,1,0.00
8028,昇陽半導體,488291,419,25037845,51.70,51.70,51.00,51.10,-,0.40,51.10,4,51.30,2,22.12
8033,雷虎,999688,912,52406369,53.20,53.50,52.00,52.10,-,1.10,52.10,113,52.40,4,0.00
8039,台虹,402071,496,19219742,48.05,48.30,47.50,47.80, ,0.00,47.70,6,47.80,11,26.26
8046,南電,1159714,1702,260368211,224.00,225.50,222.50,225.00,+,0.50,224.50,15,225.00,35,14.36
8070,長華*,298122,387,10353376,34.80,34.90,34.60,34.60,-,0.40,34.60,80,34.65,7,14.54
8072,陞泰,2168766,1016,59063300,26.30,28.00,26.20,26.50,+,0.30,26.50,9,26.60,21,33.12
8081,致新,1337893,1664,332172824,257.00,257.00,245.00,245.00,-,11.50,245.00,55,245.50,5,15.58
8101,華冠,10357,23,40258,3.89,3.89,3.89,3.89, ,0.00,3.89,23,4.00,4,0.00
8103,瀚荃,209432,186,9281069,45.00,45.00,43.90,44.00,-,0.60,44.00,4,44.05,1,15.60
8104,錸寶,76044,102,2710169,35.80,36.00,35.40,35.65,-,0.05,35.40,7,35.65,1,0.00
8105,凌巨,3923724,1718,54960365,14.10,14.30,13.80,13.85,-,0.15,13.85,52,13.90,22,22.34
8110,華東,22722768,8542,376051780,16.20,17.00,16.05,16.20, ,0.00,16.15,19,16.20,67,0.00
8112,至上,2521143,1900,151832733,60.30,60.60,60.00,60.30,+,0.10,60.20,26,60.30,27,20.44
8112A,至上甲特,16644,16,700075,42.05,42.10,42.05,42.10,+,0.10,42.05,26,42.10,9,0.00
8114,振樺電,33241,35,3927541,118.50,118.50,118.00,118.00, ,0.00,118.00,12,118.50,1,19.54
8131,福懋科,167581,188,6403978,38.20,38.40,38.05,38.30,+,0.10,38.30,116,38.35,1,21.52
8150,南茂,1694994,1058,72349236,42.95,43.15,42.40,42.60,-,0.20,42.45,4,42.60,1,19.81
8163,達方,604910,534,31395851,51.40,52.30,51.40,51.70,+,0.20,51.70,8,51.80,5,8.29
8201,無敵,493828,387,9828451,20.25,20.30,19.65,19.95,-,0.05,19.90,6,19.95,11,0.00
8210,勤誠,9218876,11924,2666919738,298.50,299.00,283.50,286.50,-,14.50,286.50,1,287.00,3,50.53
8213,志超,222775,211,9177207,41.30,41.35,41.05,41.10,-,0.10,41.05,6,41.10,2,10.28
8215,明基材,3162450,1912,113244660,35.40,36.15,35.10,36.10,+,0.80,36.10,18,36.15,60,19.73
8222,寶一,844336,754,38749855,46.00,46.45,45.40,45.40,-,0.60,45.40,9,45.55,1,58.21
8249,菱光,94014,66,2736806,29.05,29.30,29.05,29.10,+,0.05,29.05,9,29.10,2,16.26
8261,富鼎,604214,636,54523950,89.50,91.40,89.10,90.50,+,1.10,90.40,12,90.50,3,30.78
8271,宇瞻,177315,190,10096056,57.00,57.20,56.70,56.80,-,0.20,56.80,8,56.90,4,13.52
8341,日友,65822,170,7109183,107.50,108.50,107.50,108.00,+,0.50,108.00,9,108.50,7,29.35
8367,建新國際,10118,17,448854,44.55,44.55,44.20,44.35,-,0.15,44.35,2,44.45,1,15.03
8374,羅昇,2459,7,68426,27.85,27.85,27.80,27.80,-,0.20,27.75,1,27.95,1,0.00
8404,百和興業-KY,687395,623,12608332,18.50,18.50,18.25,18.35,-,0.15,18.30,14,18.35,12,0.00
8411,福貞-KY,122952,255,1777403,14.60,14.60,14.35,14.45,-,0.15,14.40,1,14.45,4,43.79
8422,可寧衛,61689,120,11072174,179.50,180.00,179.00,179.50, ,0.00,179.50,4,180.00,15,16.95
8429,金麗-KY,91784,199,986293,10.70,10.80,10.70,10.75,-,0.05,10.75,3,10.80,45,0.00
8438,昶昕,5000,5,128850,25.80,25.95,25.70,25.95,+,0.25,25.70,1,25.80,1,28.21
8442,威宏-KY,73572,80,7583869,103.00,103.50,102.50,103.00, ,0.00,103.00,23,103.50,1,9.82
8443,阿瘦,42839,73,509288,11.95,11.95,11.85,11.85, ,0.00,11.80,17,11.85,1,0.00
8454,富邦媒,336904,1332,151594061,450.00,452.50,447.50,450.50,+,0.50,450.50,15,451.00,1,30.92
8462,柏文,45016,95,5250390,116.50,118.00,116.00,116.00, ,0.00,115.50,9,116.50,1,154.67
8463,潤泰材,16367,13,393083,24.00,24.10,23.85,23.90,-,0.20,23.90,2,24.10,3,30.25
8464,億豐,232549,272,78867636,336.50,340.50,332.50,340.00,+,5.50,339.00,3,340.00,14,17.98
8466,美吉吉-KY,22100,18,1027225,46.50,46.70,46.20,46.70,+,0.20,46.50,1,46.70,3,0.00
8467,波力-KY,423199,468,73633099,168.00,177.00,168.00,174.50,+,6.00,174.00,2,174.50,13,30.61
8473,山林水,30214,26,887535,29.50,29.50,29.20,29.20,-,0.30,29.20,1,29.40,6,0.00
8476,台境,91246,104,4685109,50.10,53.00,50.00,51.90,+,1.70,51.30,1,51.90,2,5.71
8478,東哥遊艇,205188,1163,70358801,343.50,346.00,341.00,343.00,-,2.00,343.00,5,343.50,3,15.46
8481,政伸,6339,10,323489,51.10,51.10,51.00,51.00, ,0.00,51.00,2,51.10,5,24.64
8482,商億-KY,1000,1,66100,66.10,66.10,66.10,66.10,-,0.20,66.10,3,66.70,1,15.85
8488,吉源-KY,57000,44,898600,15.60,15.95,15.60,15.70,+,0.10,15.70,1,15.75,4,0.00
8499,鼎炫-KY,4557,11,582011,128.00,128.00,127.50,128.00,+,1.00,127.00,8,127.50,1,9.45
8926,台汽電,313647,321,12491675,39.70,40.00,39.60,39.85,+,0.25,39.75,16,39.85,15,17.48
8940,新天地,526220,381,16141839,30.05,30.90,30.05,30.45,+,0.40,30.40,3,30.45,1,20.86
8996,高力,1425179,1483,319792125,220.50,228.00,219.00,224.00,+,3.00,224.00,4,224.50,7,31.24
9103,美德醫療-DR,837145,263,5943970,7.29,7.29,6.99,7.14,-,0.36,7.14,1,7.15,2,0.00
910322,康師傅-DR,187697,510,2873429,15.45,15.50,15.15,15.25,-,0.10,15.20,22,15.25,8,0.00
9105,泰金寶-DR,87754687,10787,330249225,3.60,3.85,3.58,3.79,+,0.28,3.78,561,3.79,128,0.00
910861,神州-DR,225216,100,971274,4.37,4.42,4.26,4.26,-,0.12,4.26,6,4.27,24,0.00
9110,越南控-DR,82000,57,607910,7.42,7.46,7.37,7.41,-,0.05,7.41,8,7.45,3,0.00
911608,明輝-DR,26000,13,72920,2.82,2.82,2.76,2.81, ,0.00,2.77,3,2.81,2,0.00
911622,泰聚亨-DR,21000,11,106850,5.10,5.10,5.05,5.05,+,0.01,5.04,1,5.08,1,0.00
911868,同方友友-DR,93000,26,109940,1.19,1.19,1.18,1.18, ,0.00,1.18,77,1.19,48,0.00
912000,晨訊科-DR,208000,47,461670,2.22,2.22,2.21,2.21, ,0.00,2.21,41,2.22,3,0.00
9136,巨騰-DR,159000,60,1041370,6.57,6.57,6.54,6.56,+,0.02,6.55,7,6.56,164,0.00
9802,鈺齊-KY,274211,294,33772351,122.50,124.00,122.00,123.00,-,0.50,122.50,45,123.00,1,11.50
9902,台火,45337,41,586776,12.95,12.95,12.90,12.95, ,0.00,12.95,48,13.00,8,61.67
9904,寶成,2685210,1451,83635581,31.15,31.20,30.95,31.20,+,0.05,31.15,54,31.20,76,11.77
9905,大華,66455,46,1591039,23.95,24.05,23.90,23.95,-,0.10,23.95,2,24.00,6,16.07
9906,欣巴巴,458061,471,27787141,61.60,61.60,60.00,60.70,-,0.50,60.60,3,60.70,1,9.30
9907,統一實,1521524,1298,23049238,15.15,15.25,15.10,15.15,-,0.10,15.10,347,15.20,21,32.23
9908,大台北,24751,42,803287,32.35,32.55,32.35,32.55,+,0.20,32.45,130,32.55,3,14.73
9910,豐泰,671296,736,110583186,164.00,166.00,163.00,164.50,+,1.50,164.50,31,165.00,33,30.41
9911,櫻花,77051,151,5401468,69.80,70.40,69.80,70.10, ,0.00,70.10,7,70.20,1,15.47
9912,偉聯,143296,128,1675334,11.55,11.80,11.55,11.70,+,0.15,11.60,1,11.70,30,0.00
9914,美利達,554014,596,94713463,170.50,173.00,169.50,170.00,-,1.00,170.00,86,170.50,6,22.11
9917,中保科,305537,425,35748751,116.50,117.50,116.50,117.50,+,1.50,117.00,23,117.50,63,20.12
9918,欣天然,1001,2,40091,40.05,40.05,40.05,40.05,X,0.00,40.05,3,40.45,2,22.50
9919,康那香,1777568,1164,46025104,26.15,26.20,25.70,25.85,-,0.30,25.85,6,25.90,70,7.69
9921,巨大,900116,1099,161044558,176.50,180.00,176.50,179.00,+,3.50,179.00,46,179.50,34,21.06
9924,福興,197097,182,9669701,49.40,49.40,48.80,48.80,-,0.40,48.80,13,48.85,1,10.75
9925,新保,194086,166,7784549,40.30,40.30,40.05,40.15,+,0.05,40.10,21,40.15,5,16.66
9926,新海,0,0,0,0,0,0,0, ,0.00,53.80,10,54.10,1,20.93
9927,泰銘,289036,312,19385958,67.30,67.70,66.60,66.70,-,0.60,66.70,3,66.80,1,11.46
9928,中視,139908,123,2543598,18.35,18.35,18.00,18.25,-,0.15,18.15,7,18.25,1,0.00
9929,秋雨,52099,20,877497,16.95,17.00,16.80,16.90,-,0.20,16.90,9,17.10,2,54.52
9930,中聯資源,31967,80,1785698,55.70,56.10,55.70,56.00,+,0.10,56.00,8,56.10,2,18.18
9931,欣高,7371,16,279276,37.80,37.90,37.80,37.90,-,0.05,37.80,5,38.00,1,29.38
9933,中鼎,643928,503,27150793,42.05,42.35,41.90,42.30,+,0.25,42.25,2,42.30,12,19.40
9934,成霖,453903,229,7004384,15.45,15.55,15.40,15.40,-,0.05,15.40,14,15.45,5,12.62
9935,慶豐富,213085,250,4438018,20.80,21.20,20.70,20.70,-,0.25,20.70,4,20.75,6,33.39
9937,全國,6120,26,407837,66.10,67.00,66.10,66.80,+,0.60,66.80,1,66.90,1,27.04
9938,百和,659191,513,35428815,53.30,54.30,53.30,53.40,+,0.20,53.30,15,53.40,1,28.40
9939,宏全,971780,781,127838916,129.50,132.50,129.00,131.50,+,2.50,131.50,5,132.00,8,16.34
9940,信義,108787,121,3168883,28.95,29.30,28.95,29.10,+,0.10,29.10,10,29.15,1,13.53
9941,裕融,275340,915,48664107,176.00,177.50,176.00,177.00,+,0.50,176.50,32,177.00,17,17.44
9941A,裕融甲特,17000,5,850000,50.00,50.00,50.00,50.00, ,0.00,50.00,53,50.10,10,0.00
9942,茂順,103860,203,13322908,128.00,129.50,127.50,128.00, ,0.00,127.50,13,128.50,1,11.07
9943,好樂迪,133627,143,11887933,88.90,89.80,88.50,88.80,-,0.10,88.80,2,89.00,1,13.83
9944,新麗,138488,145,2818658,20.35,20.45,20.30,20.40, ,0.00,20.30,18,20.40,18,6.11
9945,潤泰新,3579239,1934,129941058,36.35,36.45,36.05,36.35,+,0.55,36.30,6,36.35,21,17.48
9946,三發地產,677235,321,14297510,21.20,21.35,20.95,21.25,-,0.15,21.20,11,21.25,17,125.00
9955,佳龍,98435,115,2287036,23.40,23.40,23.15,23.20,-,0.15,23.15,1,23.20,15,0.00
9958,世紀鋼,5648810,5263,1243886049,216.00,224.50,215.00,219.50,+,2.50,219.00,9,219.50,30,114.92
